,Time [s],Channel 1,Channel 2,Channel 3,Channel 4
73,0.73,100.0,0.0,0.0,0.0
74,0.74,100.0,0.0,0.0,0.0
75,0.75,100.0,0.0,0.0,0.0
76,0.76,100.0,0.0,0.0,0.0
77,0.77,100.0,0.0,0.0,0.0
78,0.78,100.0,0.0,0.0,0.0
79,0.79,100.0,0.0,0.0,0.0
80,0.8,100.0,0.0,0.0,0.0
81,0.81,100.0,0.0,0.0,0.0
82,0.82,100.0,0.0,0.0,0.0
83,0.83,100.0,0.0,0.0,0.0
84,0.84,100.0,0.0,0.0,0.0
85,0.85,100.0,0.0,0.0,0.0
86,0.86,100.0,0.0,0.0,0.0
87,0.87,100.0,0.0,0.0,0.0
88,0.88,100.0,0.0,0.0,0.0
89,0.89,100.0,0.0,0.0,0.0
90,0.9,100.0,0.0,0.0,0.0
91,0.91,100.0,0.0,0.0,0.0
92,0.92,100.0,0.0,0.0,0.0
93,0.93,100.0,0.0,0.0,0.0
94,0.94,100.0,0.0,0.0,0.0
95,0.95,100.0,0.0,0.0,0.0
96,0.96,100.0,0.0,0.0,0.0
97,0.97,100.0,0.0,0.0,0.0
98,0.98,100.0,0.0,0.0,0.0
99,0.99,100.0,0.0,0.0,0.0
100,1.0,100.0,0.0,0.0,0.0
101,1.01,100.0,0.0,0.0,0.0
102,1.02,100.0,0.0,0.0,0.0
103,1.03,100.0,0.0,0.0,0.0
104,1.04,100.0,0.0,0.0,0.0
105,1.05,100.0,0.0,0.0,0.0
106,1.06,100.0,0.0,0.0,0.0
107,1.07,100.0,0.0,0.0,0.0
108,1.08,100.0,0.0,0.0,0.0
109,1.09,100.0,0.0,0.0,0.0
110,1.1,100.0,0.0,0.0,0.0
111,1.11,100.0,0.0,0.0,0.0
112,1.12,100.0,0.0,0.0,0.0
113,1.13,100.0,0.0,0.0,0.0
114,1.14,100.0,0.0,0.0,0.0
115,1.15,100.0,0.0,0.0,0.0
116,1.16,100.0,0.0,0.0,0.0
117,1.17,100.0,0.0,0.0,0.0
118,1.18,100.0,0.0,0.0,0.0
119,1.19,100.0,0.0,0.0,0.0
120,1.2,100.0,0.0,0.0,0.0
121,1.21,100.0,0.0,0.0,0.0
122,1.22,100.0,0.0,0.0,0.0
123,1.23,100.0,0.0,0.0,0.0
124,1.24,100.0,0.0,0.0,0.0
125,1.25,100.0,0.0,0.0,0.0
126,1.26,100.0,0.0,0.0,0.0
127,1.27,100.0,0.0,0.0,0.0
128,1.28,100.0,0.0,0.0,0.0
129,1.29,100.0,0.0,0.0,0.0
130,1.3,100.0,0.0,0.0,0.0
131,1.31,100.0,0.0,0.0,0.0
132,1.32,100.0,0.0,0.0,0.0
133,1.33,100.0,0.0,0.0,0.0
134,1.34,100.0,0.0,0.0,0.0
135,1.35,100.0,0.0,0.0,0.0
136,1.36,100.0,0.0,0.0,0.0
137,1.37,100.0,0.0,0.0,0.0
138,1.38,100.0,0.0,0.0,0.0
139,1.39,100.0,0.0,0.0,0.0
140,1.4,100.0,0.0,0.0,0.0
141,1.41,100.0,0.0,0.0,0.0
142,1.42,100.0,0.0,0.0,0.0
143,1.43,100.0,0.0,0.0,0.0
144,1.44,100.0,0.0,0.0,0.0
145,1.45,100.0,0.0,0.0,0.0
146,1.46,100.0,0.0,0.0,0.0
147,1.47,100.0,0.0,0.0,0.0
148,1.48,100.0,0.0,0.0,0.0
149,1.49,100.0,0.0,0.0,0.0
150,1.5,100.0,0.0,0.0,0.0
151,1.51,100.0,0.0,0.0,0.0
152,1.52,100.0,0.0,0.0,0.0
153,1.53,100.0,0.0,0.0,0.0
154,1.54,100.0,0.0,0.0,0.0
155,1.55,100.0,0.0,0.0,0.0
156,1.56,100.0,0.0,0.0,0.0
157,1.57,100.0,0.0,0.0,0.0
158,1.58,100.0,0.0,0.0,0.0
159,1.59,100.0,0.0,0.0,0.0
160,1.6,100.0,0.0,0.0,0.0
161,1.61,100.0,0.0,0.0,0.0
162,1.62,100.0,0.0,0.0,0.0
163,1.63,100.0,0.0,0.0,0.0
164,1.64,100.0,0.0,0.0,0.0
165,1.65,100.0,0.0,0.0,0.0
166,1.66,100.0,0.0,0.0,0.0
167,1.67,100.0,0.0,0.0,0.0
168,1.68,100.0,0.0,0.0,0.0
169,1.69,100.0,0.0,0.0,0.0
170,1.7,100.0,0.0,0.0,0.0
171,1.71,100.0,0.0,0.0,0.0
172,1.72,100.0,0.0,0.0,0.0
173,1.73,100.0,0.0,0.0,0.0
174,1.74,100.0,0.0,0.0,0.0
175,1.75,100.0,0.0,0.0,0.0
176,1.76,100.0,0.0,0.0,0.0
177,1.77,100.0,0.0,0.0,0.0
178,1.78,100.0,0.0,0.0,0.0
179,1.79,100.0,0.0,0.0,0.0
180,1.8,100.0,0.0,0.0,0.0
181,1.81,100.0,0.0,0.0,0.0
182,1.82,100.0,0.0,0.0,0.0
183,1.83,100.0,0.0,0.0,0.0
184,1.84,100.0,0.0,0.0,0.0
185,1.85,100.0,0.0,0.0,0.0
186,1.86,100.0,0.0,0.0,0.0
187,1.87,100.0,0.0,0.0,0.0
188,1.88,100.0,0.0,0.0,0.0
189,1.89,100.0,0.0,0.0,0.0
190,1.9,100.0,0.0,0.0,0.0
191,1.91,100.0,0.0,0.0,0.0
192,1.92,100.0,0.0,0.0,0.0
193,1.93,100.0,0.0,0.0,0.0
194,1.94,100.0,0.0,0.0,0.0
195,1.95,100.0,0.0,0.0,0.0
196,1.96,100.0,0.0,0.0,0.0
197,1.97,100.0,0.0,0.0,0.0
198,1.98,100.0,0.0,0.0,0.0
199,1.99,100.0,0.0,0.0,0.0
200,2.0,100.0,0.0,0.0,0.0
201,2.01,100.0,0.0,0.0,0.0
202,2.02,100.0,0.0,0.0,0.0
203,2.03,100.0,0.0,0.0,0.0
204,2.04,100.0,0.0,0.0,0.0
205,2.05,100.0,0.0,0.0,0.0
206,2.06,100.0,0.0,0.0,0.0
207,2.07,100.0,0.0,0.0,0.0
208,2.08,100.0,0.0,0.0,0.0
209,2.09,100.0,0.0,0.0,0.0
210,2.1,100.0,0.0,0.0,0.0
211,2.11,100.0,0.0,0.0,0.0
212,2.12,100.0,0.0,0.0,0.0
213,2.13,100.0,0.0,0.0,0.0
214,2.14,100.0,0.0,0.0,0.0
215,2.15,100.0,0.0,0.0,0.0
216,2.16,100.0,0.0,0.0,0.0
217,2.17,100.0,0.0,0.0,0.0
218,2.18,100.0,0.0,0.0,0.0
219,2.19,100.0,0.0,0.0,0.0
220,2.2,100.0,0.0,0.0,0.0
221,2.21,100.0,0.0,0.0,0.0
222,2.22,100.0,0.0,0.0,0.0
223,2.23,100.0,0.0,0.0,0.0
224,2.24,100.0,0.0,0.0,0.0
225,2.25,100.0,0.0,0.0,0.0
226,2.26,100.0,0.0,0.0,0.0
227,2.27,100.0,0.0,0.0,0.0
228,2.28,100.0,0.0,0.0,0.0
229,2.29,100.0,0.0,0.0,0.0
230,2.3,100.0,0.0,0.0,0.0
231,2.31,100.0,0.0,0.0,0.0
232,2.32,100.0,0.0,0.0,0.0
233,2.33,100.0,0.0,0.0,0.0
234,2.34,100.0,0.0,0.0,0.0
235,2.35,100.0,0.0,0.0,0.0
236,2.36,100.0,0.0,0.0,0.0
237,2.37,100.0,0.0,0.0,0.0
238,2.38,100.0,0.0,0.0,0.0
239,2.39,100.0,0.0,0.0,0.0
240,2.4,100.0,0.0,0.0,0.0
241,2.41,100.0,0.0,0.0,0.0
242,2.42,100.0,0.0,0.0,0.0
243,2.43,100.0,0.0,0.0,0.0
244,2.44,100.0,0.0,0.0,0.0
245,2.45,100.0,0.0,0.0,0.0
246,2.46,100.0,0.0,0.0,0.0
247,2.47,100.0,0.0,0.0,0.0
248,2.48,100.0,0.0,0.0,0.0
249,2.49,100.0,0.0,0.0,0.0
250,2.5,100.0,0.0,0.0,0.0
251,2.51,100.0,0.0,0.0,0.0
252,2.52,100.0,0.0,0.0,0.0
253,2.53,100.0,0.0,0.0,0.0
254,2.54,100.0,0.0,0.0,0.0
255,2.55,100.0,0.0,0.0,0.0
256,2.56,100.0,0.0,0.0,0.0
257,2.57,100.0,0.0,0.0,0.0
258,2.58,100.0,0.0,0.0,0.0
259,2.59,100.0,0.0,0.0,0.0
260,2.6,100.0,0.0,0.0,0.0
261,2.61,100.0,0.0,0.0,0.0
262,2.62,100.0,0.0,0.0,0.0
263,2.63,100.0,0.0,0.0,0.0
264,2.64,100.0,0.0,0.0,0.0
265,2.65,100.0,0.0,0.0,0.0
266,2.66,100.0,0.0,0.0,0.0
267,2.67,100.0,0.0,0.0,0.0
268,2.68,100.0,0.0,0.0,0.0
269,2.69,100.0,0.0,0.0,0.0
270,2.7,100.0,0.0,0.0,0.0
271,2.71,100.0,0.0,0.0,0.0
272,2.72,100.0,0.0,0.0,0.0
273,2.73,100.0,0.0,0.0,0.0
274,2.74,100.0,0.0,0.0,0.0
275,2.75,100.0,0.0,0.0,0.0
276,2.76,100.0,0.0,0.0,0.0
277,2.77,100.0,0.0,0.0,0.0
278,2.78,100.0,0.0,0.0,0.0
279,2.79,100.0,0.0,0.0,0.0
280,2.8,100.0,0.0,0.0,0.0
281,2.81,100.0,0.0,0.0,0.0
282,2.82,100.0,0.0,0.0,0.0
283,2.83,100.0,0.0,0.0,0.0
284,2.84,100.0,0.0,0.0,0.0
285,2.85,100.0,0.0,0.0,0.0
286,2.86,100.0,0.0,0.0,0.0
287,2.87,100.0,0.0,0.0,0.0
288,2.88,100.0,0.0,0.0,0.0
289,2.89,100.0,0.0,0.0,0.0
290,2.9,100.0,0.0,0.0,0.0
291,2.91,100.0,0.0,0.0,0.0
292,2.92,100.0,0.0,0.0,0.0
293,2.93,100.0,0.0,0.0,0.0
294,2.94,100.0,0.0,0.0,0.0
295,2.95,100.0,0.0,0.0,0.0
296,2.96,100.0,0.0,0.0,0.0
297,2.97,100.0,0.0,0.0,0.0
298,2.98,100.0,0.0,0.0,0.0
299,2.99,100.0,0.0,0.0,0.0
300,3.0,100.0,0.0,0.0,0.0
301,3.01,100.0,0.0,0.0,0.0
302,3.02,100.0,0.0,0.0,0.0
303,3.03,100.0,0.0,0.0,0.0
304,3.04,100.0,0.0,0.0,0.0
305,3.05,100.0,0.0,0.0,0.0
306,3.06,100.0,0.0,0.0,0.0
307,3.07,100.0,0.0,0.0,0.0
308,3.08,100.0,0.0,0.0,0.0
309,3.09,100.0,0.0,0.0,0.0
310,3.1,100.0,0.0,0.0,0.0
311,3.11,100.0,0.0,0.0,0.0
312,3.12,100.0,0.0,0.0,0.0
313,3.13,100.0,0.0,0.0,0.0
314,3.14,100.0,0.0,0.0,0.0
315,3.15,100.0,0.0,0.0,0.0
316,3.16,100.0,0.0,0.0,0.0
317,3.17,100.0,0.0,0.0,0.0
318,3.18,100.0,0.0,0.0,0.0
319,3.19,100.0,0.0,0.0,0.0
320,3.2,100.0,0.0,0.0,0.0
321,3.21,100.0,0.0,0.0,0.0
322,3.22,100.0,0.0,0.0,0.0
323,3.23,100.0,0.0,0.0,0.0
324,3.24,100.0,0.0,0.0,0.0
325,3.25,100.0,0.0,0.0,0.0
326,3.26,100.0,0.0,0.0,0.0
327,3.27,100.0,0.0,0.0,0.0
328,3.28,100.0,0.0,0.0,0.0
329,3.29,100.0,0.0,0.0,0.0
330,3.3,100.0,0.0,0.0,0.0
331,3.31,100.0,0.0,0.0,0.0
332,3.32,100.0,0.0,0.0,0.0
333,3.33,100.0,0.0,0.0,0.0
334,3.34,100.0,0.0,0.0,0.0
335,3.35,100.0,0.0,0.0,0.0
336,3.36,100.0,0.0,0.0,0.0
337,3.37,100.0,0.0,0.0,0.0
338,3.38,100.0,0.0,0.0,0.0
339,3.39,100.0,0.0,0.0,0.0
340,3.4,100.0,0.0,0.0,0.0
341,3.41,100.0,0.0,0.0,0.0
342,3.42,100.0,0.0,0.0,0.0
343,3.43,100.0,0.0,0.0,0.0
344,3.44,100.0,0.0,0.0,0.0
345,3.45,100.0,0.0,0.0,0.0
346,3.46,100.0,0.0,0.0,0.0
347,3.47,100.0,0.0,0.0,0.0
348,3.48,100.0,0.0,0.0,0.0
349,3.49,100.0,0.0,0.0,0.0
350,3.5,100.0,0.0,0.0,0.0
351,3.51,100.0,0.0,0.0,0.0
352,3.52,100.0,0.0,0.0,0.0
353,3.53,100.0,0.0,0.0,0.0
354,3.54,100.0,0.0,0.0,0.0
355,3.55,100.0,0.0,0.0,0.0
356,3.56,100.0,0.0,0.0,0.0
357,3.57,100.0,0.0,0.0,0.0
358,3.58,100.0,0.0,0.0,0.0
359,3.59,100.0,0.0,0.0,0.0
360,3.6,100.0,0.0,0.0,0.0
361,3.61,100.0,0.0,0.0,0.0
362,3.62,100.0,0.0,0.0,0.0
363,3.63,100.0,0.0,0.0,0.0
364,3.64,100.0,0.0,0.0,0.0
365,3.65,100.0,0.0,0.0,0.0
366,3.66,100.0,0.0,0.0,0.0
367,3.67,100.0,0.0,0.0,0.0
368,3.68,100.0,0.0,0.0,0.0
369,3.69,100.0,0.0,0.0,0.0
370,3.7,100.0,0.0,0.0,0.0
371,3.71,100.0,0.0,0.0,0.0
372,3.72,100.0,0.0,0.0,0.0
373,3.73,100.0,0.0,0.0,0.0
374,3.74,100.0,0.0,0.0,0.0
375,3.75,100.0,0.0,0.0,0.0
376,3.76,100.0,0.0,0.0,0.0
377,3.77,100.0,0.0,0.0,0.0
378,3.78,100.0,0.0,0.0,0.0
379,3.79,100.0,0.0,0.0,0.0
380,3.8,100.0,0.0,0.0,0.0
381,3.81,100.0,0.0,0.0,0.0
382,3.82,100.0,0.0,0.0,0.0
383,3.83,100.0,0.0,0.0,0.0
384,3.84,100.0,0.0,0.0,0.0
385,3.85,100.0,0.0,0.0,0.0
386,3.86,100.0,0.0,0.0,0.0
387,3.87,100.0,0.0,0.0,0.0
388,3.88,100.0,0.0,0.0,0.0
389,3.89,100.0,0.0,0.0,0.0
390,3.9,100.0,0.0,0.0,0.0
391,3.91,100.0,0.0,0.0,0.0
392,3.92,100.0,0.0,0.0,0.0
393,3.93,100.0,0.0,0.0,0.0
394,3.94,100.0,0.0,0.0,0.0
395,3.95,100.0,0.0,0.0,0.0
396,3.96,100.0,0.0,0.0,0.0
397,3.97,100.0,0.0,0.0,0.0
398,3.98,100.0,0.0,0.0,0.0
399,3.99,100.0,0.0,0.0,0.0
400,4.0,100.0,0.0,0.0,0.0
401,4.01,100.0,0.0,0.0,0.0
402,4.02,100.0,0.0,0.0,0.0
403,4.03,100.0,0.0,0.0,0.0
404,4.04,100.0,0.0,0.0,0.0
405,4.05,100.0,0.0,0.0,0.0
406,4.06,100.0,0.0,0.0,0.0
407,4.07,100.0,0.0,0.0,0.0
408,4.08,100.0,0.0,0.0,0.0
409,4.09,100.0,0.0,0.0,0.0
410,4.1,100.0,0.0,0.0,0.0
411,4.11,100.0,0.0,0.0,0.0
412,4.12,100.0,0.0,0.0,0.0
413,4.13,100.0,0.0,0.0,0.0
414,4.14,100.0,0.0,0.0,0.0
415,4.15,100.0,0.0,0.0,0.0
416,4.16,100.0,0.0,0.0,0.0
417,4.17,100.0,0.0,0.0,0.0
418,4.18,100.0,0.0,0.0,0.0
419,4.19,100.0,0.0,0.0,0.0
420,4.2,100.0,0.0,0.0,0.0
421,4.21,100.0,0.0,0.0,0.0
422,4.22,100.0,0.0,0.0,0.0
423,4.23,100.0,0.0,0.0,0.0
424,4.24,100.0,0.0,0.0,0.0
425,4.25,100.0,0.0,0.0,0.0
426,4.26,100.0,0.0,0.0,0.0
427,4.27,100.0,0.0,0.0,0.0
428,4.28,100.0,0.0,0.0,0.0
429,4.29,100.0,0.0,0.0,0.0
430,4.3,100.0,0.0,0.0,0.0
431,4.31,100.0,0.0,0.0,0.0
432,4.32,100.0,0.0,0.0,0.0
433,4.33,100.0,0.0,0.0,0.0
434,4.34,100.0,0.0,0.0,0.0
435,4.35,100.0,0.0,0.0,0.0
436,4.36,100.0,0.0,0.0,0.0
437,4.37,100.0,0.0,0.0,0.0
438,4.38,100.0,0.0,0.0,0.0
439,4.39,100.0,0.0,0.0,0.0
440,4.4,100.0,0.0,0.0,0.0
441,4.41,100.0,0.0,0.0,0.0
442,4.42,100.0,0.0,0.0,0.0
443,4.43,100.0,0.0,0.0,0.0
444,4.44,100.0,0.0,0.0,0.0
445,4.45,100.0,0.0,0.0,0.0
446,4.46,100.0,0.0,0.0,0.0
447,4.47,100.0,0.0,0.0,0.0
448,4.48,100.0,0.0,0.0,0.0
449,4.49,100.0,0.0,0.0,0.0
450,4.5,100.0,0.0,0.0,0.0
451,4.51,100.0,0.0,0.0,0.0
452,4.52,100.0,0.0,0.0,0.0
453,4.53,100.0,0.0,0.0,0.0
454,4.54,100.0,0.0,0.0,0.0
455,4.55,100.0,0.0,0.0,0.0
456,4.56,100.0,0.0,0.0,0.0
457,4.57,100.0,0.0,0.0,0.0
458,4.58,100.0,0.0,0.0,0.0
459,4.59,100.0,0.0,0.0,0.0
460,4.6,100.0,0.0,0.0,0.0
461,4.61,100.0,0.0,0.0,0.0
462,4.62,100.0,0.0,0.0,0.0
463,4.63,100.0,0.0,0.0,0.0
464,4.64,100.0,0.0,0.0,0.0
465,4.65,100.0,0.0,0.0,0.0
466,4.66,100.0,0.0,0.0,0.0
467,4.67,100.0,0.0,0.0,0.0
468,4.68,100.0,0.0,0.0,0.0
469,4.69,100.0,0.0,0.0,0.0
470,4.7,100.0,0.0,0.0,0.0
471,4.71,100.0,0.0,0.0,0.0
472,4.72,100.0,0.0,0.0,0.0
473,4.73,100.0,0.0,0.0,0.0
474,4.74,100.0,0.0,0.0,0.0
475,4.75,100.0,0.0,0.0,0.0
476,4.76,100.0,0.0,0.0,0.0
477,4.77,100.0,0.0,0.0,0.0
478,4.78,100.0,0.0,0.0,0.0
479,4.79,100.0,0.0,0.0,0.0
480,4.8,100.0,0.0,0.0,0.0
481,4.81,100.0,0.0,0.0,0.0
482,4.82,100.0,0.0,0.0,0.0
483,4.83,100.0,0.0,0.0,0.0
484,4.84,100.0,0.0,0.0,0.0
485,4.85,100.0,0.0,0.0,0.0
486,4.86,100.0,0.0,0.0,0.0
487,4.87,100.0,0.0,0.0,0.0
488,4.88,100.0,0.0,0.0,0.0
489,4.89,100.0,0.0,0.0,0.0
490,4.9,100.0,0.0,0.0,0.0
491,4.91,100.0,0.0,0.0,0.0
492,4.92,100.0,0.0,0.0,0.0
493,4.93,100.0,0.0,0.0,0.0
494,4.94,100.0,0.0,0.0,0.0
495,4.95,100.0,0.0,0.0,0.0
496,4.96,100.0,0.0,0.0,0.0
497,4.97,100.0,0.0,0.0,0.0
498,4.98,100.0,0.0,0.0,0.0
499,4.99,100.0,0.0,0.0,0.0
500,5.0,100.0,0.0,0.0,0.0
501,5.01,100.0,0.0,0.0,0.0
502,5.02,100.0,0.0,0.0,0.0
503,5.03,100.0,0.0,0.0,0.0
504,5.04,100.0,0.0,0.0,0.0
505,5.05,100.0,0.0,0.0,0.0
506,5.06,100.0,0.0,0.0,0.0
507,5.07,100.0,0.0,0.0,0.0
508,5.08,100.0,0.0,0.0,0.0
509,5.09,100.0,0.0,0.0,0.0
510,5.1,100.0,0.0,0.0,0.0
511,5.11,100.0,0.0,0.0,0.0
512,5.12,100.0,0.0,0.0,0.0
513,5.13,100.0,0.0,0.0,0.0
514,5.14,100.0,0.0,0.0,0.0
515,5.15,100.0,0.0,0.0,0.0
516,5.16,100.0,0.0,0.0,0.0
517,5.17,100.0,0.0,0.0,0.0
518,5.18,100.0,0.0,0.0,0.0
519,5.19,100.0,0.0,0.0,0.0
520,5.2,100.0,0.0,0.0,0.0
521,5.21,100.0,0.0,0.0,0.0
522,5.22,100.0,0.0,0.0,0.0
523,5.23,100.0,0.0,0.0,0.0
524,5.24,100.0,0.0,0.0,0.0
525,5.25,100.0,0.0,0.0,0.0
526,5.26,100.0,0.0,0.0,0.0
527,5.27,100.0,0.0,0.0,0.0
528,5.28,100.0,0.0,0.0,0.0
529,5.29,100.0,0.0,0.0,0.0
530,5.3,100.0,0.0,0.0,0.0
531,5.31,100.0,0.0,0.0,0.0
532,5.32,100.0,0.0,0.0,0.0
533,5.33,100.0,0.0,0.0,0.0
534,5.34,100.0,0.0,0.0,0.0
535,5.35,100.0,0.0,0.0,0.0
536,5.36,100.0,0.0,0.0,0.0
537,5.37,100.0,0.0,0.0,0.0
538,5.38,100.0,0.0,0.0,0.0
539,5.39,100.0,0.0,0.0,0.0
540,5.4,100.0,0.0,0.0,0.0
541,5.41,100.0,0.0,0.0,0.0
542,5.42,100.0,0.0,0.0,0.0
543,5.43,100.0,0.0,0.0,0.0
544,5.44,100.0,0.0,0.0,0.0
545,5.45,100.0,0.0,0.0,0.0
546,5.46,100.0,0.0,0.0,0.0
547,5.47,100.0,0.0,0.0,0.0
548,5.48,100.0,0.0,0.0,0.0
549,5.49,100.0,0.0,0.0,0.0
550,5.5,100.0,0.0,0.0,0.0
551,5.51,100.0,0.0,0.0,0.0
552,5.52,100.0,0.0,0.0,0.0
553,5.53,100.0,0.0,0.0,0.0
554,5.54,100.0,0.0,0.0,0.0
555,5.55,100.0,0.0,0.0,0.0
556,5.56,100.0,0.0,0.0,0.0
557,5.57,100.0,0.0,0.0,0.0
558,5.58,100.0,0.0,0.0,0.0
559,5.59,100.0,0.0,0.0,0.0
560,5.6,100.0,0.0,0.0,0.0
561,5.61,100.0,0.0,0.0,0.0
562,5.62,100.0,0.0,0.0,0.0
563,5.63,100.0,0.0,0.0,0.0
564,5.64,100.0,0.0,0.0,0.0
565,5.65,100.0,0.0,0.0,0.0
566,5.66,100.0,0.0,0.0,0.0
567,5.67,100.0,0.0,0.0,0.0
568,5.68,100.0,0.0,0.0,0.0
569,5.69,100.0,0.0,0.0,0.0
570,5.7,100.0,0.0,0.0,0.0
571,5.71,100.0,0.0,0.0,0.0
572,5.72,100.0,0.0,0.0,0.0
573,5.73,100.0,0.0,0.0,0.0
574,5.74,100.0,0.0,0.0,0.0
575,5.75,100.0,0.0,0.0,0.0
576,5.76,100.0,0.0,0.0,0.0
577,5.77,100.0,0.0,0.0,0.0
578,5.78,100.0,0.0,0.0,0.0
579,5.79,100.0,0.0,0.0,0.0
580,5.8,100.0,0.0,0.0,0.0
581,5.81,100.0,0.0,0.0,0.0
582,5.82,100.0,0.0,0.0,0.0
583,5.83,100.0,0.0,0.0,0.0
584,5.84,100.0,0.0,0.0,0.0
585,5.85,100.0,0.0,0.0,0.0
586,5.86,100.0,0.0,0.0,0.0
587,5.87,100.0,0.0,0.0,0.0
588,5.88,100.0,0.0,0.0,0.0
589,5.89,100.0,0.0,0.0,0.0
590,5.9,100.0,0.0,0.0,0.0
591,5.91,100.0,0.0,0.0,0.0
592,5.92,100.0,0.0,0.0,0.0
593,5.93,100.0,0.0,0.0,0.0
594,5.94,100.0,0.0,0.0,0.0
595,5.95,100.0,0.0,0.0,0.0
596,5.96,100.0,0.0,0.0,0.0
597,5.97,100.0,0.0,0.0,0.0
598,5.98,100.0,0.0,0.0,0.0
599,5.99,100.0,0.0,0.0,0.0
600,6.0,100.0,0.0,0.0,0.0
601,6.01,100.0,0.0,0.0,0.0
602,6.02,100.0,0.0,0.0,0.0
603,6.03,100.0,0.0,0.0,0.0
604,6.04,100.0,0.0,0.0,0.0
605,6.05,100.0,0.0,0.0,0.0
606,6.06,100.0,0.0,0.0,0.0
607,6.07,100.0,0.0,0.0,0.0
608,6.08,100.0,0.0,0.0,0.0
609,6.09,100.0,0.0,0.0,0.0
610,6.1,100.0,0.0,0.0,0.0
611,6.11,100.0,0.0,0.0,0.0
612,6.12,100.0,0.0,0.0,0.0
613,6.13,100.0,0.0,0.0,0.0
614,6.14,100.0,0.0,0.0,0.0
615,6.15,100.0,0.0,0.0,0.0
616,6.16,100.0,0.0,0.0,0.0
617,6.17,100.0,0.0,0.0,0.0
618,6.18,100.0,0.0,0.0,0.0
619,6.19,100.0,0.0,0.0,0.0
620,6.2,100.0,0.0,0.0,0.0
621,6.21,100.0,0.0,0.0,0.0
622,6.22,100.0,0.0,0.0,0.0
623,6.23,100.0,0.0,0.0,0.0
624,6.24,100.0,0.0,0.0,0.0
625,6.25,100.0,0.0,0.0,0.0
626,6.26,100.0,0.0,0.0,0.0
627,6.27,100.0,0.0,0.0,0.0
628,6.28,100.0,0.0,0.0,0.0
629,6.29,100.0,0.0,0.0,0.0
630,6.3,100.0,0.0,0.0,0.0
631,6.31,100.0,0.0,0.0,0.0
632,6.32,100.0,0.0,0.0,0.0
